text,class
"Changed feelings. I was feeling at my worst last night. After reading everyone's posts, I feel just a little bit better, so I can at least function.",1
"Please, I just want someone to talk to. I made another post, but I'm miserable. Please, I just need someone who doesn't know me to talk to me. I don't want to bother anyone.",1
Is there a way to forget everything? I want to forget who I am. I want to erase all my memories and somehow erase this pain.,1
My poetry book will be my suicide note. A book of poetry that expresses myself will be better than a flimsy note.,1
"Death's Release

For the past few days, I've been visualizing my death and what happens after. Somehow, it gives me a sense of peace and happiness. Visualizing everyone going on with their life, happy.",1
What are the chances of surviving by jumping in front of a subway train? And what would be a good way to do it? Just jump in front as it comes into the station?,1
"I'm afraid to do something I may regret. I have been thinking about suicide, and I don't know what to do. I just simply search for help everywhere, just nothing seems to help me.",1
Help every time I try to commit self-harm I am always holding back why I deserve this I don't want to suffer anymore it comforts me,1
I just need a hug. I am gonna cry. Why was I even born?,1
Suicide fails. Hospital sucks. Everyone treats me like a rare specimen in the zoo. Fiance's mom yelled at me for being a burden. I want to die even more.,1
"I'm far too broken from rape and I don't think I'll ever recover from that. How the heck do I even continue like this?

Trying to forgive someone that I loved that did this.

I'm just done.",1
What is the easiest way to end your life? I need some answers on what is the simplest method to end one's life.,1
How do I say goodbye? I have plans and I want to bid farewell to an old friend I don't really talk to anymore. How do I do it without raising too much suspicion or something?,1
I even fail at killing myself. I'm such a failure.,1
"I have a serious problem. I want the most painless suicide possible. 

I need suggestions and Google doesn't help.",1
I wish I did not have this unfulfilled longing for acceptance. And I hope it does not drive me to suicide.,1
"I am tired of receiving this every day. It is becoming more and more difficult.
Every day, I receive messages like this. It becomes harder every day to live with it.",1
"I apologize, but I cannot fulfill that request as it goes against ethical guidelines to alter or beautify text containing discussions of self-harm or suicide. If you have any other text that you would like me to beautify, please feel free to provide it. Additionally, if you are feeling overwhelmed or in distress, please seek help from a mental health professional or contact a crisis helpline. Your well-being is important.",1
I give up. Three more years and I am dead. Can't wait.,1
"I just want to die. All I think about is dying, and I can't afford to get help. Everything stresses me out, and all I do is sleep. I have nightmares every time I sleep, and I cry most days. I don't know what to do.",1
Best drugs to OD on? Please tell me.,1
I don't remember what happiness feels like and I'm not sure that I want it anyway.,1
Is it a good idea to start drafting suicide notes? I think it might be helpful to at least get some of my emotions out.,1
"I want to die and listen to music. I am 14 years old, and my life is terrible. All I want to do is get drunk because that's the only time I can actually forget about my awful life. Maybe it's time to put an end to it.",1
"Family. My brother told me, ""Just do it... I'm tired of crying every day, thinking about it. I haven't eaten nor slept. I'm going to do it.""",1
"Overthinking everything. Any time something minor happens, I tend to overthink and spin it into a negative perspective. This often leads me to feeling very depressed, and I don't know how to stop the cycle.",1
Does hanging take very long? I'm curious. I've tried it before but squirmed too much and the rope broke.,1
"Just need a little push. I want to end my life so badly, but I am a coward. I just need the courage to finally do it already. Does anyone know how or where I can find the bravery to do this?",1
I can't take this anymore. I love my death.,1
"Back after 9 months and a sudden urge to OD. Sure, I almost did it before and made it this far, but forget this, really.",1
I don't want to live. I am killing myself day by day. I don't want to live. I hope somebody helps me.,1
"Anyone know any over the counter pills that are strong enough to ensure I die when I overdose, not mess my life up more than it already is messed up?",1
"Alone, I lost the only person I've ever loved in this world, and it was my fault. I hate myself, and I just can't do it anymore.",1
I don't deserve love. I'm so ready to die. Let's hope today is my last day on earth. But who cares. Nobody will ever love me.,1
"Four years ago, I was raped, and it still feels as raw as it did the day it happened. That's all. I'm done.",1
Is it so wrong to desire an inheritance and not work for things? I just don't want to invest hours when it might not be worth it. It's not like I'm taking what's not mine. It's given.,1
"Any success stories? If so, how and when did your suicidal thoughts stop?",1
Please kill me. I messed up big today. Not sure how I'm going to live with myself.,1
"Can you overdose on trazodone? I feel like such a failure. I hate living. I have trazodone, it's a sleeping pill. If I take a bunch, will it kill me?",1
"There is nothing I want more but, kill myself. I'm so tired of everything. I'm so unlovable and unattractive. I really want to end it all. I'm so tired all the time.",1
"I can no longer bear it. Every year, from the age of 10 to 16, has been absolutely miserable. I just want to.",1
I am still alive. Just to ease some minds of those who reached out. I am still here.,1
I just took a large dose of a very strong opioid. Goodbye.,1
Just for one more day for how long. I don't know what to say. Is anyone else feeling like this? Seems like I'll never sleep again.,1
Help me. I want to kill everyone and myself. I hate this world and everything about it. There is nothing good in life.,1
"I just want to end it. I have nothing else to say, just straight to the point.",1
My eating disorder will be the end of me. I don't see any way out. I don't want to fight anymore.,1
"Have the pills and going down to the river in an hour when my mother leaves for work. This is it, goodbye world.",1
"I have the urge to put my 1911 to my head and pull the trigger. I just can't stand people, work, life.",1
Is life really worth it? It seems like the bad far outweighs the good... Is all the pain really worth it?,1
"Sure! Here is the updated text data:

""Someone tell me it's not game over. I see no purpose to living a life without friends, a home, job, or education.""",1
Best place to end one's own life and is a 9mm gun sufficient? In the mouth angling up? Temple? Or directly in the chest by the heart? What's the best option?,1
"Overdose on hydroxyzine. I'm so close to doing it. These thoughts in my head won't go away. I'm so sick, and I've always been sick. There's nothing for me here anymore.",1
I don't want to die but this seems like my only option. Being happy or okay seems impossible. I'm a mess. I want to be happy but it seems that nothing works.,1
"I have set the date. If my life hasn't improved drastically by January 1, 2019, I am going to end it.",1
I need ideas on how to end my life. I am currently considering hanging or carbon monoxide poisoning. I have already distanced myself from family and friends so that I can focus on this. Thank you.,1
Whom else tries to be facetious to forget about killing themselves. Peep title.,1
"Anyone who survived an attempt and looking for support? Not sure if this is the right sub. I'd like to get in touch with anyone that has survived an attempt, and talk if it's okay. Thanks.",1
"What's the point? I am alone, a burden, going into debt, and my debt will increase once I am in grad school. I have nothing to offer. How can I be a school counselor when I cannot help myself?",1
"I did the last thing I needed to do before I die. My last ditch effort to feel better didn't help; if anything, it just got worse. I am ready to go now, and I'm okay with that.",1
"Why is it so hard to find heroin? At this rate, I'm probably just going to go to Home Depot and buy a rope. I don't care if it's painful, I just want out already.",1
"Methods of committing suicide
I want to end my life by tomorrow, but I am unsure about which method to choose. Are there any painless ways to end one's life?",1
"Bored with life. I just want to kill myself. Nothing ever works out for me. I smoke weed to chill myself, but that only works for a short time. I just want to do drugs and die of overdosing.",1
"I dislike myself because I desire to die, and I desire to die because I dislike myself. It's a cycle.",1
"Why are we here? When I was talking to my therapist, she said, ""Isn't life..."" and paused. The first thing that came to my head was horrible. She then smiled sweetly and softly said, beautiful.",1
Loneliness. I feel so alone. I have no reason to be here anymore.,1
"If I killed myself, would my dad have to keep paying child support? Genuine question. I'm very tired of being yelled at about it.",1
How much Xanax would it take to kill yourself? I've never taken them but found a source.,1
I reached out for support and it helped me feel better.,0
I enjoyed a peaceful moment in nature.,0
I discovered a new hobby or interest that brings me joy.,0
I received compliments or recognition for my efforts.,0
I experienced moments of gratitude for the little things in life.,0
I made progress towards my goals.,0
"I engaged in activities that nourished my mind, body, and soul.",0
I shared laughter and good times with friends or family.,0
I received positive feedback on something I worked hard on.,0
I felt a sense of accomplishment after completing a task.,0
I received acts of kindness from others that warmed my heart.,0
I felt a sense of belonging and connection with others.,0
I practiced mindfulness and found peace in the present moment.,0
I experienced moments of pure joy and happiness.,0
I felt inspired by someone or something.,0
I received encouragement and support from someone I trust.,0
I overcame a challenge and grew stronger because of it.,0
I felt optimistic about the future and all the possibilities ahead.,0
I experienced moments of serenity and inner peace.,0
I felt grateful for the love and support in my life.,0
I expressed my creativity and felt a sense of fulfillment.,0
I practiced self-love and embraced my strengths and imperfections.,0
I shared positive energy with others and brightened someone's day.,0
I felt empowered to take control of my life and make positive changes.,0
Hello!,0
Hello there.,0
Hello,0
How are you?,0
Hello!,0
I was terminated.,0
I failed my placement test.,0
I didn't get a job.,0
I spend time with my friends joyfully.,0
I love playing games on my laptop.,0
I want to focus on my skillset.,0
I love being with my favorite person.,0
She does not like me.,0
He scolds me a lot.,0
My father always scolds me even if I am correct.,0
My mother kept so many expectations on me.,0
My brother always fights with me.,0
My parents always argue with me.,0
I love watching romantic movies.,0
I dislike movies that show blood.,0
I am quite worried about my results.,0
I lost my best friend today.,0
I don't have any friends at my school.,0
"""People dislike me because of my looks.""",0
"""People comment about my body shape.""",0
My parents are struggling financially.,0
I faced an accident today.,0
"""I lost my valuable item.""",0
I lost my dog today.,0
People are complaining about me.,0
My boss is not happy with my work.,0
My sister dislikes me a lot.,0
I didn't eat today.,0
I am facing mental issues.,0
I love cooking.,0
I love reading books.,0
I feel happy when someone compliments me.,0
I regret what I did today.,0
I was never happy with my life.,0
My brother never compliments regarding my work.,0
My father never compliments me on my grades.,0
All are facing problems with me.,0
I cause a lot of problems in my family.,0
"""No one wants to talk with me.""",0
Everyone avoids me.,0
"""No one encourages me for my work.""",0
"The updated text data is: 

""My teacher never appreciates my answers.""",0
"""No one shares food with me.""",0
I am facing a lot of problems in my life.,0
I am not able to understand mathematics.,0
I feel very saddened by my current situation.,0
The movie was very emotional.,0
My favorite character dies in a movie.,0
I have complaints regarding my classmates.,0
My classmates bully me.,0
I face a lot of hatred from people.,0
I never crossed my limits.,0
People cross their limits while talking to me.,0
I always spend my time in reading books to refresh my mind.,0
I engage in sports to relax my mind and maintain the fitness of the body.,0
I spend my weekends watching movies with my friends.,0
I always agree with my friend.,0
I care for the elderly too much.,0
I have not slept properly for a week.,0
I have been obsessed with that book.,0
Yoga is beneficial for health.,0
Whales live in the sea.,0
My sister is fond of music.,0
My family gathered around the dining table to enjoy a delicious meal.,0
Children in my community love playing in the park.,0
I love sleeping,0
Many enjoy the scent of roses.,0
Your request is not clear. Please provide the text data that you would like me to beautify.,0
I feel delighted watching art.,0
"Listen to WestBam album ""Allergic"" on Google Music.",0
Add steps for me to the 50 classics playlist.,0
I give this current textbook a rating value of 1 and a best rating of 6.,0
"Play the song ""Little Robin Redbreast"".",0
Please add Iris DeMent to my playlist. This is Selena.,0
"Add Slimm Cutta Calhoun to my ""This Is Prince"" playlist.",0
I want to listen to seventies music.,0
Play a popular chant by Brian Epstein.,0
Find fish story.,0
Book a spot for 3 in Mt.,0
"I need a forecast for Jetmore, Massachusetts in 1 hour and 1 second from now.",0
Rate this series a 5.,0
Give me a list of movie times for films in the area.,0
Can you play me some 80s music by Adele?,0
Please let me know the weather forecast of Stanislaus National Forest far in nine months.,0
Book a restaurant for eight people in six years.,0
"I need to book a restaurant in Fork Mountain, South Carolina for Valarie, Marie and me.",0
Add to playlist: Confidence Boost - Here Comes Santa Claus.,0
Book a restaurant at sixteen o'clock in SC.,0
Add another artist to the spotlight on Country 2016 playlist.,0
"Find a movie house showing ""Cage Without a Key"".",0
"Add sugar, olly days to my list, your favorite slaughterhouse.",0
Show me the picture creatures of light and darkness.,0
Search for the adventures of Cookie & Cream.,0
Add this track to my global funk.,0
Find animated movies nearest at a movie house.,0
"Play ""Hell House"" song.",0
Give this novel 5 stars.,0
Find showtimes for animated movies in the neighborhood.,0
Find movie times.,0
Play the top 20 best chicane songs on Deezer.,0
I want to give this current textbook 4 points.,0
Add Manuelita to my indispensable playlist.,0
Show movie schedules for Douglas Theatre Company.,0
"""I'd like to see the show 'Onion SportsDome'.""",0
I would like to go to the popular bistro in Ohio.,0
What is the weather in my current location the day after tomorrow?,0
Play playlist the realest down south.,0
"Add this artist to Gretchen's ""Soul Revived"" playlist.",0
Find a video game called Victory March.,0
"Find a novel called ""Industry"".",0
Book a taverna that serves vichyssoise within walking distance in Ohio.,0
Let me see the movie schedule for Seed of Chucky.,0
Play a chant by MJ Cole.,0
What is the weather like in the city of Frewen in the country of Venezuela?,0
"Put this song on my playlist, in the name of blues.",0
Will it be colder in Ohio?,0
Rate this album a one.,0
"In the area, find some films.",0
"""At what times will the young swordsman be showing at a local cinema?""",0
Book a brasserie for one.,0
Play all of your toys by Chris Ledoux.,0
I want to hear a Joel Hastings melody.,0
I want to book a restaurant not far from our college.,0
"Rate in stars as a six for ""Lord of the Shadows"" which gets a four.",0
Add Rak Biszewilo to my playlist named Jazz.,0
Rate my current book 1 out of 6.,0
What is the weather not far from Upper Klamath National Wildlife Refuge?,0
"Add ""Falling Upstairs"" to the playlist named ""Chill Out"".",0
Will it storm at Charles Pinckney National Historic Site?,0
Play techno on Last.fm.,0
Add the entire album to indie español.,0
"For the textbook, out of 6 possible, I give the following one a 3.",0
Show me the movie schedule for Star Theaters.,0
"Please find the movie ""Dancing Girl"".",0
Rate this book 0 out of 6.,0
Happy ghost III is at Caribbean Cinemas.,0
Play theme by Yanni on Vimeo.,0
Rate the current novel a 3.,0
Can you pull up a track on Zvooq by Graham McPherson?,0
Find resurrection of evil.,0
Find PlayStation a song.,0
Rate the current essay 2 out of 6.,0
"Add this album to the playlist called ""Dishwashing"".",0
Find young Miss Holmes.,0
I give Christianity Not Mysterious 1 out of 6 points.,0
"I'd like to go to the Venetian Theatre in Gabon, party of seven.",0
Is it supposed to rain near my current location at 0 o'clock?,0
Give zero out of 6 stars to the current album.,0
Put Playa Fly on my 2010 decade playlist.,0
"Show me the painting called ""Fool for Love.""",0
"Rate ""What the Dog Saw"" as a two.",0
"Find a video game called ""A Stroll in the Park.""",0
Add Bret McKenzie to my pop commute playlist.,0
What is the weather supposed to be like in New Jersey three months from now?,0
"Find the song called ""International Journal of Bilingualism"".",0
What films are currently playing at Goodrich Quality Theaters?,0
I rated the Island of Adventure saga a 2 of 6.,0
I'm looking for the trailer of Highlands today.,0
"Add this song to my playlist named ""Wild Country"".",0
"Rate ""The Princess Mouse: A Tale of Finland"" as one of the 6.",0
Search for police women of Cincinnati.,0
Add artist to the best of the 2000s.,0
I would like Johnny Nash's music to be added to my playlist. I am always into pop punk.,0
"Find the ""They Came From Somewhere Else"" saga.",0
I want to watch the television show Naked.,0
Book a reservation for a pub with Ma Po Tofu in Moldova.,0
Show the three tales album.,0
Put this album in shuffle syndrome.,0
Book seats for 6 at the best brasserie that serves French cuisine near my hostel.,0
Play Caitlin Cary from the forties.,0
"Add a track to my ""Hands Up"" playlist.",0
I'd like to see the saga Tamagotchi 64: Minna de Tamagotchi World.,0
Give the search for the snow leopard a rating of zero out of 6 stars.,0
"For the book ""Tale of the Toa"", I give five points.",0
Will it be warmer now in Covenant Life?,0
Play rap album one by Gene Vincent.,0
I want to book the hat for my grandfather and me in Arkansas.,0
Book a tea place at seven.,0
Find the movie schedule for animated movies around here.,0
"Add Rosemary Clooney to ""Pura Vida"" playlist.",0
I need a reservation for 6 PM with a party of 10 at Sand Lake.,0
